id,venue_name,venue_type,main_bus,venue_add_one,venue_add_two,venue_pcode,venue_web,venue_phone,venue_email,venue_fb,venue_tw,org_own,mger,mger_email,mger_phone,online_contact_form,follow_up,venue_city,venue_country,notes,std_sign_off,res_sign_off,s_kick_id,latitude,longitude,constituency,wday_opening,wday_closing,wkd_opening,wkd_closing,show_opening,show_closing,variations,promoters,venue_capacity,outdoor_space,type_outdoor_space,Instagram ,PRS Type,PRS Venue cat,Omic,gigmainbiz,MD_pad,NPO,FAC,AIE,MVT,Year Venue Opened ,Year Venue Closed ,LAP_areas 
148,The Shippons,"bar, pub with music",no,8a Thingwall Road,Irby,CH613UA,https://shipponspubandkitchen.co.uk/,0151 648 0449,enquiries@shipponspubandkitchen.co.uk,https://www.facebook.com/irby.shippons/,https://twitter.com/shippons_irby,Steven Richard Edmunds,,,,https://shipponspubandkitchen.co.uk/#contact,,Irby,England,,,,,53.35216,-3.11797,,12:00:00,23:00:00,12:00:00,23:00:00,,,MON/12:00/21:30; SAT/12:00/00:00,,,Y,TA,,Public House,Gigs and Clubs,,,,,,,,NA,,
149,The Slaughter House,"bar, pub with music",no,13-15 Fenwick Street,Liverpool,L27LS,https://slaughterhouseliverpool.co.uk/,0151 236 0704,info@slaughterhouseliverpool.co.uk,https://www.facebook.com/TheSlaughterHouseLiverpool/s,https://twitter.com/theslaughterh,Stephen McIntyre,,,,https://slaughterhouseliverpool.co.uk/contact/,,Liverpool ,England,,C,,15120,53.40558,-2.99121,,09:00:00,00:00:00,09:00:00,02:00:00,,,THU/09:00/01:00,,140,Y,SA,https://www.instagram.com/theslaughterhouseliv/,Public House,Gigs and Clubs,,,,,,,,2004,,
150,The Snig ,"bar, pub with music",yes,146 Mersey Road,Widnes,WA80DT,NA,0151 538 6028,NA,https://www.facebook.com/The-Snig-197944736997473/,NA,,,,,NA,,Widnes,England,"cover bands, original artists, DJ events and Open Mic night – every Thursday.",,,,53.34806,-2.73607,,,,,,13:00:00,22:00:00,,,100,Y,TA,https://www.instagram.com/thesnig/,Public House,Gigs and Clubs,,1,,,,,,NA,,
151,The Studio,arts,yes,Lacey Street,Widnes,WA87SQ,https://thestudiowidnes.wordpress.com/,07434 616267,info@thestudiowidnes.org.uk,https://www.facebook.com/studiowidnes/,https://twitter.com/TheStudioWidnes,,Louise Nulty ,nultylouise@gmail.com,,https://thestudiowidnes.wordpress.com/contact/,,Widnes,England,,C,,1364526,53.3605,-2.73403,,,,,,19:30:00,22:00:00,,,375,Y,TA,https://www.instagram.com/thestudiowidnes/,Hall or Institute ,Major Live Events,,1,,,,,,1997,,
152,The Supper Club,rest,no,63-65 Blundell Street,Liverpool,L10AJ,http://blundellstreetliverpool.com/,0151 709 5779,blundellstreetliverpool@hotmail.co.uk,https://www.facebook.com/blundellstreet/,https://twitter.com/blundellstreetl,,,,,NA,,Liverpool,England,Times vary based on meal times,,,1532433,53.39672,-2.98405,,,,,,14:00:00,19:00:00,,,200/100,N,,,Public House,Gigs and Clubs,,,,,,,,NA,,
153,The Swinging Arm,"bar, pub with music",no,61-63 Church Street,Birkenhead,CH415EG,https://the-swinging-arm.edan.io/,0151 647 0197,TBC,https://www.facebook.com/TheSwingingArm/,NA,,,,,NA,,Birkenhead,England,,,,,53.39227,-3.01115,,12:00:00,23:00:00,12:00:00,00:00:00,,,THU/12:00/23:30,,250,Y,SA,https://www.instagram.com/theswingingarmwirral/,Public House,Major Live Events,,,,,,,,NA,,
154,The Tank Room,"bar, pub with music",no,"Cains Brewery, Stanhope Street",Liverpool,L85XJ,https://tankroom.co.uk/,07376 581686,info@thetankroom.co.uk,https://www.facebook.com/thetankroomliverpool/,https://twitter.com/tankroompool,Joseph and John-Paul Sinclair,Carley,info@thetankroom.co.uk,NA,NA,,Liverpool ,England,,C,,,53.39355,-2.9778,,16:00:00,23:00:00,12:00:00,00:00:00,,,Closed MON/TUE/WED; SUN/13:00/21:00,,120,Y,SA,https://www.instagram.com/tankroomliverpool/,Public House,Gigs and Clubs,,,,,,,,2017,,
155,The Tung Auditorium,concert,yes,60 Oxford Street,Liverpool,L73NY,https://thetungauditorium.com,0151 794 1500,thetungauditorium@liverpool.ac.uk,https://www.facebook.com/TheTungAuditorium,https://twitter.com/TungAuditorium,Richard Hartwell ,Richard Hartwell,richard.hartwell@liverpool.ac.uk,7425626897,NA,,Liverpool ,England,,C,,,53.40293,-2.96225,,,,,,19:30:00,02:00:00,,,400,N,,https://www.instagram.com/thetungauditorium/,,,,1,1,,,,,2022,,
156,The Victoria Pub,"bar, pub with music",no,"42-43 Stanley Terrace, Promenade",Southport,PR90DS,https://victoriasouthport.co.uk/,01704 544121,NA,NA,NA,,,,,https://victoriasouthport.co.uk/#contact-us,,Southport,England,,,,2317034,53.65103,-3.006177,,12:00:00,22:00:00,12:00:00,22:00:00,,,,,,Y,SA,,Public House,Gigs and Clubs,,,,,,,,NA,,
157,The Workshop,rest,no,47 Crosby Road North Waterloo,Liverpool,L224QB,https://tellaro.co.uk/,0151 329 2797,TBC,https://www.facebook.com/theworkshopl22/,https://twitter.com/theworkshopl22,,,,,NA,,Liverpool,England,,,,,53.479595,-3.023634,,12:00:00,23:00:00,12:00:00,23:00:00,,,Closed MON/TUE; SUN/12:00/21:00,,,Y,SA,https://instagram.com/theworkshopl22,Public House,Gigs and Clubs,,,,,,,,2015,,
158,Thornton Hough Village Club,Social,yes,Thornton Common Road,Birkenhead,CH631JL,https://thorntonhoughvillageclub.weebly.com/,0151 336 5778,thvcwirral@gmail.com,https://www.facebook.com/ThorntonHoughVillageClub/,https://twitter.com/THVClive,,Neil Johnson,thvcwirral@gmail.com,,https://thorntonhoughvillageclub.weebly.com/contact-us.html,,Birkenhead,England,,,,,53.32089,-3.04504,,,,,,19:00:00,22:30:00,,,,Y,BOTH,https://www.instagram.com/thvcwirral/,Public House,Gigs and Clubs,,1,,,,,,1904,,
159,Victoria Club,social,no,Poulton Bridge Road,Wallasey,CH445SW,NA,0151 638 9112,poultonvictoria1@gmail.com,https://www.facebook.com/ThePoultonVics/,https://twitter.com/poultonvics,,,,,NA,,Wallasey,England,,,,,53.41155,-3.0522,,09:00:00,23:00:00,09:00:00,23:00:00,,,,,,Y,TA,,Club Social,Gigs and Clubs,,,,,,,,1964,,
160,Wall of Fame Bar and Kitchen,"bar, pub with music",no,Victoria Street,Liverpool,L26QE,NA,0151 306 5667,info@walloffameliverpool.com,https://www.facebook.com/walloffameliverpool,https://twitter.com/wall_famel1,"Dan Friend, Joe Mcmahon, Adam Ramsey",,Emailed ,,NA,,Liverpool,England,,,,,53.4065,-2.98836,,16:00:00,01:00:00,16:00:00,03:00:00,,,,,150,N,,https://www.instagram.com/walloffamel1/,Restaurant/Cafe,Gigs and clubs,,,,,,,,2015,,
161,WaV,Largeclub,yes,8 Glegg Street,Liverpool,L37DW,NA,07342 883960,wavliverpool@gmail.com,https://www.facebook.com/wavliverpool,NA,XL EVENTS LIVERPOOL LTD,,,,NA,,Liverpool ,England,"Events put on in the venue in late 2017, before it was named",C,,,53.4197,-2.99594,,,,,,20:00:00,04:00:00,,,800,N,,https://www.instagram.com/wavliverpool/,Nightclub,Gigs and Clubs,,1,1,,,,,2018,,
162,West Kirby Arts Centre,arts,no,29 Brookfield Gardens,Wirral,CH484EL,https://westkirbyartscentre.org.uk/,07484 537502,hello@westkirbyartscentre.org.uk,https://www.facebook.com/WestKirbyArtsCentre/,https://twitter.com/wkartsc,,Deborah Woof ,tonywoof@yahoo.co.uk,07484 537 502,NA,,Wirral,England,,C,,,53.372523,-3.17906,,,,,,19:00:00,21:30:00,,,80/100,N,,https://www.instagram.com/westkirbyarts/,,Gigs and Clubs,,,,,,,,2015,,
163,Williamson Tunnels,largeclub,no,"The Old Stable Yard, Smithdown Lane",Liverpool,L73EE,http://www.williamsontunnels.co.uk/,0151 709 6868,enquiries@williamsontunnels.co.uk,https://m.facebook.com/profile.php?id=111298305587072,https://twitter.com/wmsontunnels,N/A,,,,NA,,Liverpool ,England,,C,,500621,53.40403,-2.95862,,,,,,21:00:00,03:00:00,,,200,N,,,Visitor Attraction,Gigs and Clubs,,,,,,,,2002,,
164,Woody's,"bar, pub with music",no,70-74 Wood Street,Liverpool,L14DQ,https://woodysliverpool.co.uk/,0151 708 6649,woodysbarliverpool@gmail.com,https://www.facebook.com/woodysliverpool,https://twitter.com/woodysliverpool,Woody's Bar (Liverpool) Ltd,,,,https://woodysliverpool.co.uk/,,Liverpool,England,Karaoke only ,,,,53.40275,-2.97864,,10:00:00,03:00:00,10:00:00,04:00:00,,,THU/10:00/04:00; SUN/11:00/03:00,,,N,,https://www.instagram.com/woodysbarliverpool/,,,,,,,,,,2012,,
165,Palm House,other,no,Sefton Park,Liverpool,L171AP,https://palmhouse.org.uk/,0151 726 9304,info@palmhouse.org.uk,https://www.facebook.com/seftonpark.palmhouse,https://twitter.com/The_Palmhouse,Sefton Park Palm House Preservation Trust,,,,https://palmhouse.org.uk/contact/,,Liverpool,England,,,,,53.38136733,-2.935254313,,10:00:00,16:00:00,10:00:00,16:00:00,,,,,,N,,https://www.instagram.com/seftonparkpalmhouse/,,,,,,,,,,2001,NA,
166,The Angus Tap and Grind,"bar, pub with music",no,83-85 Dale St,Liverpool,L22HT,https://theangus.co/,NA,liverpool@theangus.co,https://www.facebook.com/theangusliv/,https://twitter.com/theangusliv/,The Angus Tap & Grind Ltd,,,,NA,,Liverpool,England,,,,,53.4088,-2.98688,,,,,,19:00:00,23:00:00,,,,,,https://www.instagram.com/theangusliv/,,,1,,,,,,,2020,,
167,Scale,Arts,no,"68-76, The Tapestry, Kempston Street",Liverpool,L38HL,https://www.scaleliverpool.com/,07903 962054,Info@scaleliverpool.com,https://www.facebook.com/scaleliverpool/,https://twitter.com/Scale_liverpool,Sonny McCartney,,emailed,,NA,,Liverpool,England,,,,,53.41044,-2.97048,,,,,,19:00:00,23:00:00,,,200,,,https://www.instagram.com/scale_liverpool/,,,,,,,,,,2018,,
168,Etties,"bar, pub with music",no,70 Bold Street Basement,Liverpool,L14HR,https://ropesdelivery.com/,NA,hello@ropeslpl.co.uk,https://www.facebook.com/Etties-Bar-107086715011424/,NA,Tian Loh Tso,Allison whorton ,allison@ropeslpl.co.uk,7919906614,NA,,Liverpool,England,Basement of Ropes and Twines ,,,,53.40312,-2.97856,,,,,,19:00:00,23:00:00,,,,,,https://www.instagram.com/ettiesbar/,,,,,,,,,,2021,,
169,The Liverpool Athanaeum,social,no,Church Alley,Liverpool,L13DD,https://theathenaeum.org.uk/,0151 709 7770,reception@theathenaeum.org.uk,https://www.facebook.com/Theliverpoolathenaeum/,https://twitter.com/TheAthenaeum1,Trustees of the Athenaeum,,,,NA,,Liverpool,England,,,,,53.40487,-2.98449,,,,,,19:30:00,00:00:00,,,,,,https://www.instagram.com/athenaeumliverpool/,,,,,,,,,,1797,2020,
170,St. Aloysius Social Club,social,no,"Crosswood Cresent, Roby",Liverpool,L362QE,http://www.st-aloysius.org.uk/parish-club.html,0151 489 1045,NA,https://www.facebook.com/St-Aloysius-social-club-1346792902057260/,https://twitter.com/staloysiusclub,N/A,,,,NA,,Liverpool,England,Live entertainment Saturday & Thursday night (both sport and music),,,,53.41636,-2.85288,,,,,,19:30:00,23:00:00,,,200,,,,,,,,,,,,,,,
171,Kitty's Laundrette,other,no,77 Grasmere Street, Liverpool,L56RH,https://kittyslaunderette.org.uk/,0151 260 8951,info@kittyslaunderette.org.uk,https://www.facebook.com/kittyslaunderette/,https://twitter.com/kittyslaundry/,N/A,,,,NA,,Liverpool,England,,,,,53.42596,-2.95728,,,,,,19:30:00,22:30:00,,,,,,https://www.instagram.com/kittyslaundry/,,,,,,,,,,2019,2021,
172,Bloom Building and Coffee,Arts,no,"Abbey Close Unit 1, Bloom Building",Birkenhead ,CH415FQ,https://www.bloombuilding.co.uk/,NA,info@bloombuilding.co.uk,https://www.facebook.com/bloombuilding,https://twitter.com/bloom_building,,,emailed,,https://www.bloombuilding.co.uk/,,Birkenhead,England,Variable event times - both day and night,,,,53.38859,-3.0137,,,,,,,,,,40/120,Y,SA,https://www.instagram.com/bloom_building/,,,,,,,,,,2019,,
173,The Florrie,arts,no,377 Mill St,Liverpool,L84RF,http://www.theflorrie.org/,0151 728 2323,info@theflorrie.org,https://www.facebook.com/TheFlorrie/,https://twitter.com/TheFlorrie,The Florence Institute Trust Limited ,,chiefexec@theflorrie.org,,NA,,Liverpool,England,,,,,53.38364,-2.96891,,,,,,14:00:00,20:00:00,,,390,,,https://www.instagram.com/the_florrie/,,,,,,,,,,1889,,
174,Defend Vinyl,other,no,395 Smithdown Road,Liverpool,L153JJ,https://www.defendvinyl.com/,0151 280 0178,hello@defendvinyl.com,https://www.facebook.com/defendvinyl,https://twitter.com/defend_vinyl,N/A,,emailed,,https://www.defendvinyl.com/,,Liverpool,England,,,,,53.39133,-2.93154,,,,,,19:00:00,22:00:00,Occassional Smithdown Road Festival venue,,,N,,https://www.instagram.com/defendvinyl/,,,,,,,,,,2016,,
175,Liverpool Cathedral,church,no,St James Mount,Liverpool,L17AZ,https://www.liverpoolcathedral.org.uk/,0151 709 6271,NA,https://www.facebook.com/LiverpoolCathedral,https://twitter.com/livcathedral,The Chapter of Liverpool Cathedral,,,,https://www.liverpoolcathedral.org.uk/about-us/contact-us/,,Liverpool,England,"Live music during exhibitions, services and events ",C,,89391,53.39745,-2.9733,,10:00:00,18:00:00,10:00:00,18:00:00,,,,,2300/3500,N,,https://www.instagram.com/livcathedral/,Cathedral,Major Live Events,,,,,,,,1978,,
176,Liverpool Metropolitan Cathedral,church,no,"Cathedral House, Mount Pleasant",Liverpool,L35TQ,https://liverpoolmetrocathedral.org.uk/,0151 709 9222,enquiries@metcathedral.org.uk,https://www.facebook.com/liverpoolmetrocathedral/,https://twitter.com/liverpoolmet,Canon Anthony O'Brien,,,,,,Liverpool,England,,,,,53.40492,-2.96863,,07:30:00,18:00:00,07:30:00,18:00:00,,,,,,N,,https://www.instagram.com/liverpoolmetropolitancathedral/,Cathedral,Major Live Events,,,,,,,,1967,,
177,St. Helens (The Totally Wicked) Stadium,stadium,no,"McManus Drive, Peasley Cross Lane",St Helens,WA93AL,https://www.totallywickedstadium.com/,01744 455 086,enquiries@totallywickedstadium.com,https://www.facebook.com/thetotallywickedstadium,https://twitter.com/twstadium,,Dave Hutchinson,dave.hutchinson@saintsrlfc.com,,https://www.totallywickedstadium.com/contact-us/,,St. Helens,England,,C,,,53.44748,-2.72611,,,,,,19:00:00,23:00:00,,,22000,N,,https://www.instagram.com/twstadium/,Stadium,Major Live Events,,,,,,,,2012,,
178,Anfield - Liverpool Football Club,stadium,no,Anfield Road,Liverpool,L40TH,https://events.liverpoolfc.com/events,0151 260 6677,events@liverpoolfc.com,NA,https://twitter.com/thisisanfield,The Liverpool Football Club & Athletic Grounds PLc,,,,,,Liverpool,England,No concerts in 2023 due to development work,C,,,53.43082,-2.96083,,,,,,20:00:00,23:00:00,,,55000,N,,,Stadium,Major Live Events,,,,,,,,1884,,
179,Liverpool Empire Theatre,theatre,no,Lime Street,Liverpool,L11JE,http://www.atgtickets.com/venues/liverpool-empire/,0151 702 7320,NA,https://www.facebook.com/LiverpoolEmpire/,http://twitter.com/LiverpoolEmpire,The Ambassador Theatre Group (Venues) Ltd,Jeannie Cullen,jeanniecullen@theambassadors.com,,,,Liverpool,England,Matinee shows also occur ,C,,1758,53.40887,-2.97828,,,,,,19:30:00,22:30:00,,,2350,N,,https://www.instagram.com/liverpool_empire/,Theatre,Major Live Events,,1,,,,,,1925,,
180,Liverpool Playhouse Theatre,theatre,no,Williamson Square,Liverpool,L11EL,https://www.everymanplayhouse.com/,0151 708 3700,info@everymanplayhouse.com,https://www.facebook.com/everymanplayhouse/,https://twitter.com/liveveryplay,Liverpool & Merseyside Theatres Trust,Raquel Teixeira,r.teixeira@everymanplayhouse.com,,,,Liverpool,England,,C,,,53.4066,-2.98268,,,,,,19:00:00,22:30:00,,,760,N,,https://www.instagram.com/liveveryplay/,Theatre,Major Live Events,,1,,,,,,1911,,
181,The Hope Street Theatre,theatre,no,22 Hope Street,Liverpool,L19BY,http://hopestreettheatre.com/,0344 561 0622,customerservice@ticketquarter.co.uk,https://www.facebook.com/thehopestreettheatre/,https://twitter.com/hopesttheatre,N/A,,Emailed,,,,Liverpool,England,,,,,53.4027,-2.97019,,,,,,19:30:00,22:30:00,,,85,Y,SA,https://www.instagram.com/hopestreettheatre/,Theatre,Major Live Events,,1,,,,,,2022,,
182,Paul McCartney Auditorium (PMA) in The Liverpool Institute Of Performing Arts (LIPA),theatre,yes,Mount Street,Liverpool,L19HF,https://lipa.ac.uk/,0151 330 3000,NA,https://m.facebook.com/profile.php?id=161274860577415,,Liverpool Institute of Performing Arts,Siobhan Roxburgh,s.roxburgh@lipa.ac.uk,,,,Liverpool,England,,,,1769698,53.39985,-2.97217,,,,,,18:00:00,22:00:00,,,482/250,N,,,University,Major Live Events,,1,,,,,,1996,,
183,The Stanley Theatre,theatre,no,160 Mount Pleasant,Liverpool,L35TR,https://www.liverpoolguild.org/venues/stanley-theater,0151 797 8868,booking@liverpool.ac.uk,https://www.facebook.com/liverpoolguild/,https://twitter.com/LiverpoolGuild,Liverpool Guild of Students,,emailed,,,,Liverpool,England,,,,,53.40544,-2.96585,,,,,,,,,,350,N,,https://www.instagram.com/liverpoolguild/,University,,,,,,,,,,,
184,Victoria Gallery & Museum,other,no,Ashton Street,Liverpool,L693DR,https://vgm.liverpool.ac.uk/,0151 794 2348,vgm@liverpool.ac.uk,https://www.facebook.com/victoriagallerymuseum,https://twitter.com/VictoriaGallery,N/A,,,,,,Liverpool,England,,C,,,53.40612,-2.96662,,,,,,15:30:00,16:30:00,,,80/150,N,,https://www.instagram.com/victoriagallery/,University,Major Live Events,,,,,,,,2008,,
185,Sefton Park,outgreen,no,"Mossley Hill Drive, Sefton",Liverpool,L171AJ,https://liverpool.gov.uk/leisure-parks-and-wellbeing/parks-and-greenspaces/sefton-park/,NA,NA,https://www.facebook.com/seftonpark/,NA,Liverpool City Council,,,,,,Liverpool,England,Contact information depends on the promoter,,,970771,53.38135,-2.93527,,,,,,12:00:00,22:00:00,,,50000,,,,Open Space/Park,Major Live Events,,,,,,,,1872,,
186,Carnival Brewing Company,"bar, pub with music",no,Unit 3 King Edward Rise Industrial Estate,Gibraltar Row,L37HJ,https://carnivalbrewing.me/,NA,NA,https://www.facebook.com/carnivalbrewing,https://twitter.com/carnivalbrewing,Carnival Brewing Company,,,,https://carnivalbrewing.me/pages/contact,,Liverpool,England,,,,,53.41142931,-2.998473458,,,,,,19:00:00,02:00:00,Performances usually at weekend,,,,,https://www.instagram.com/carnivalbrewingcompany/,,Gigs and Clubs,,,,,,,,2019,,
187,Ullet Road Church,church,no,57 Ullet Rd,Liverpool,L172AA,https://ulletroadchurch.uk/,NA,NA,https://www.facebook.com/UlletRoadUnitarianChurch/,https://twitter.com/ulletroadchurch,N/A,,,,https://ulletroadchurch.uk/contact-us,,Liverpool,England,,,,,53.39004109,-2.938052798,,,,,,,,"Occassional live music, performance times vary",,,,,https://instagram.com/ullet_road_church,,,,,,,,,,1899,,
188,ACC Liverpool,Largevenue,no,Kings Dock,Liverpool,L34FP,https://www.accliverpool.com/,0151 475 8888,info@accliverpool.com,NA,https://twitter.com/ACCLiverpool,Arena and Convention Centre Liverpool,Anna Moscardini,anna.moscardini@accliverpool.cominvisb,7515500440,https://www.accliverpool.com/organising-an-event/enquiry-form/,,Liverpool,England,,,,,53.39730192,-2.990834373,,,,,,,,,LIMF,11000,N,,,,,,,,,,1,,2008,,
189,Blondies Lark Lane,"bar, pub with music",no,28 Lark Lane,Liverpool,L178US,NA,NA,NA,https://www.facebook.com/Blondieslarklane,NA,,,,,NA,,Liverpool,England,,,,,53.38070157,-2.946571615,,,,,,20:30:00,23:00:00,,,,,,https://www.instagram.com/blondieslarklane/,,,,,,,,,,2021,,
190,St. Barnabas Penny Lane,church,no,Smithdown Place,Liverpool,L181LZ,https://www.pennylanechurch.org/ourvenue,01512 450476,hello@pennylanechurch.org,https://www.facebook.com/PennyLaneChurch,,,Emily Nelson,emily.nelson@pennylanechurch.org,,https://www.pennylanechurch.org/contact,,Liverpool,England,,,,,53.38866196,-2.914961596,,,,,,,,,,,N,,https://www.instagram.com/pennylanechurch/,,,,,,,,,,,,
191,St. Luke’s Bombed Out Church,outurban ,no,Leece Street,Liverpool,L12TR,https://www.slboc.com/,0151 374 0366,hello@slboc.com,https://www.facebook.com/StLukesBombedOutChurch,NA,St Lukes Bombed Out Church Ltd,,,,NA,,Liverpool ,England,,,,,53.40180917,-2.975161269,,17:00:00,22:30:00,12:00:00,22:30:00,,,THU/17:00/22:30; FRI/16:00/22:30;SAT/12:00/22:30; SUN/12:00/21:00,,,Y,TA,https://www.instagram.com/bombedoutchurchliverpool/,,,,,,,,,,2007,,
192,St. Michael-in-the-Hamlet Church,church,no,St Michaels Church Road,Liverpool,L177 BD,https://www.stmichaelshamlet.org/stmicheals-live,NA,NA,https://www.facebook.com/groups/stmichaelsL17/,https://twitter.com/StMichaelsL17,,,,,https://www.stmichaelshamlet.org/contact,,Liverpool ,England,,,,,53.37672144,-2.950022899,,,,,,20:00:00,22:30:00,,,,N,,https://www.instagram.com/stmichaelslive/,,,,,,,,,,,,
193,Lost in Lark Lane,"bar, pub with music",no,26 Lark Lane,Liverpool,L178US,NA,NA,NA,https://www.facebook.com/LostOnLarkLane/,NA,Gratitude Always Ltd,,,,NA,,Liverpool,England,,,,,53.38051,-2.94665,,10:00:00,01:00:00,10:00:00,01:00:00,,,Closed MON,,,N,,https://www.instagram.com/lostinlarklane/,,,1,,,,,,,2021,,
194,The New Derry Social Club,social,no,7 Mere Lane,Liverpool,L50QW,https://thenewderrysocialclub.weebly.com/,0151 263 1758,thenewderrysocialclub@yahoo.com,https://www.facebook.com/The-New-Derry-Social-Club-Function-Room-551793761650869/,NA,THE NEW DERRY SOCIAL CLUB LTD,,,,https://thenewderrysocialclub.weebly.com/contact.html,,Liverpool,England,,,,,53.4255,-2.96965,,,,,,,,,,,Y,SA,,,,,,,,,,,,,
195,Bridewell Studios and Gallery,arts,no,101 Prescot Street,Liverpool,L78UL,https://www.bridewellstudiosliverpool.org/,0151 263 6730,bridewellstudiosliverpool@gmail.com,https://www.facebook.com/bridewellstudiosgallery/,https://twitter.com/bridewellstudio,,,emailed,,https://www.bridewellstudiosliverpool.org/contact,,Liverpool,England,,,,,53.4109,-2.96295,,,,,,,,,,,N,,https://www.instagram.com/bridewellstudiosliverpool/,,,,,,,,,,1976,,
196,Keith's Wine Bar,"bar, pub with music",no,103-107 Lark Lane,Liverpool,L178UR,NA,0151 727 4350,keiths.winebar@zen.co.uk,https://www.facebook.com/keithsfoodandwinebar,NA,Keith David Haggis,,,,NA,,Liverpool,England,,,,,53.38169,-2.94528,,09:30:00,00:00:00,09:30:00,02:00:00,,,,,,Y,SA,,,,,,,,,,,1978,,
197,The One O'Clock Gun,"bar, pub with music",no,"Unit 3a Britannia Pavillion, Royal Albert Dock",Liverpool,L34AD,https://theoneoclockgun.pub/,0151 708 0100,hello@theoneoclockgun.pub,https://www.facebook.com/theoneoclockgun/,NA,,,Emailed,,NA,,Liverpool,England,Live music every weekend,,,,53.39961,-2.99153,,12:00:00,00:00:00,12:00:00,00:00:00,,,,,,Y,SA,https://www.instagram.com/theoneoclockgun/,,,,,,,,,,1867,,
198,Metal ,arts,no,"Edge Hill Station, Tunnel Road, Liverpool",Liverpool,L76ND,https://www.metalculture.com/,0151 707 2277,edgehill@metalculture.com,https://www.facebook.com/metalliverpool/,https://twitter.com/metalliverpool,Metal Culture Ltd,,emailed,,NA,,Liverpool,England,Company incorporated in 2002 in London,,,,53.40266,-2.9465,,,,,,,,,,,Y,SA,https://www.instagram.com/metalliverpool/,Exhibition Centre,Major Live Events,,,,,,,,2004,,
